symbol_chr,RAS/CAS|L2FC,RAS/CAS|PValue,RAS/CAS|FDR,RAS/WT-O|L2FC,RAS/WT-O|PValue,RAS/WT-O|FDR,53KO/WT|L2FC,53KO/WT|PValue,53KO/WT|FDR,CAS/WT|L2FC,CAS/WT|Pvalue,CAS/WT|FDR
Nup85_chr11,-1.11,2.1247E-08,1.3480E-07,-0.35,0.097553327,0.330727835,0.012087457,0.692360558,1,0.761959529,8.26E-05,0.000252492
Nup88_chr11,-0.40,0.046166011,0.100713236,-0.15,0.413981727,0.833381147,0.235999843,0.607666365,0.913534503,0.256857915,0.242750037,0.397065798
Nup93_chr8,-0.86,0.00103881,0.003282386,0.00,0.306092499,0.698986899,-0.463675208,0.941284116,1,0.861818553,2.10E-05,6.90E-05
Nup98_chr7,-0.52,0.17615147,0.318828672,-0.48,0.131292117,0.405317322,-1.400269186,0.000820813,0.003358986,0.041599497,0.871982401,1
Nupl1_chr14,-1.06,0.011228353,0.028593791,-0.34,0.025286479,0.121928993,-0.485133438,0.251833412,0.474151708,0.716250451,0.771680758,1
Nupl2_chr5,0.04,0.835935847,1,-0.35,0.730136969,1,-0.937891775,0.154548174,0.31903901,-0.391871629,0.897319103,1
Nupr1_chr7,-0.47,0.02713144,0.06274601,2.10,7.57E-05,0.000928667,3.50921662,4.73E-15,1.20E-13,2.571031811,2.53E-09,1.21E-08
Nus1_chr10,0.42,0.022490518,0.053150259,-0.01,0.831072807,1,0.392094573,0.284593114,0.521769011,-0.427164011,0.012805843,0.027986438
Nusap1_chr2,-2.73,1.0900E-26,4.2151E-25,1.86,1.62E-07,3.61E-06,1.585691795,9.70E-08,8.70E-07,4.595927629,5.22E-47,3.63E-45
Nutf2_chr8,-0.10,0.233752403,0.403536313,0.25,0.096447079,0.327886209,0.754229685,0.004765502,0.015974363,0.343165756,0.004509887,0.0106201
Nvl_chr1,0.43,0.042425258,0.093403088,-0.23,0.156846161,0.456665595,-0.603201601,0.008482202,0.0266387,-0.663300336,0.000625851,0.001686937
Nwd1_chr8,-1.02,1,1,0.00,0.555837737,0.982625323,0,0.333756605,0.593405972,1.018392408,1,1
Nxf1_chr19,-0.29,0.17203101,0.312759186,0.79,0.02090617,0.105301124,1.267907207,2.28E-08,2.26E-07,1.08344291,0.000255083,0.000728049
Nxf2_chrX,-0.58,1,1,2.25,0.013805621,0.076372921,0,0.532985964,0.848378539,2.838479683,0.013805621,0.030035821
Nxf3_chrX,0.00,0.88414717,1,0.00,0.263527624,0.639355046,0,1,1,0,0.191910696,0.322231384
Nxf7_chrX,2.20,0.211318721,0.371936313,3.93,0.000225015,0.002436784,1.372649696,0.105537299,0.233389173,1.734357937,0.009215573,0.0206628
Nxn_chr11,0.29,0.383524809,0.609235581,0.34,0.65438077,1,0.604909052,0.074166742,0.173543605,0.046722852,0.718407274,0.979052662
Nxnl1_chr8,-2.47,7.19E-06,3.25E-05,1.48,0.006879535,0.043635477,2.928160818,0.000776544,0.00319412,3.952189972,1.51E-09,7.37E-09
Nxnl2_chr13,-1.55,0.004209011,0.011772464,-1.03,0.06576977,0.248161032,-0.089626069,1,1,0.528729257,0.622245547,0.870514478
Nxph1_chr6,0.00,0.139095999,0.261896703,0.00,1,1,0,1,1,0,0.374475325,0.57161291
Nxph2_chr2,0.00,0.55547615,0.797485369,0.00,1,1,0,1,1,0,0.55547615,0.791452104
Nxph3_chr11,0.21,1,1,-0.37,0.818615221,1,-0.788646598,0.776455046,1,-0.580427845,0.818615221,1
Nxph4_chr10,-2.33,0.13263081,0.25102533,0.00,0.535433408,0.967761114,0,0.535433408,0.850751606,2.327764793,0.0464932,0.090859567
Nxt1_chr2,-0.76,0.000224984,0.000802552,-0.20,0.507925454,0.945091077,0.550384514,0.067868757,0.160847431,0.56570754,0.002758021,0.006732817
Nxt2_chrX,0.46,0.004137558,0.011596339,-0.14,0.811452895,1,-1.12423165,3.13E-08,3.04E-07,-0.599336569,0.001976743,0.00494505
Nynrin_chr14,0.95,0.065283911,0.136022781,0.30,0.811699863,1,0.26622736,0.738894713,1,-0.652717387,0.041015033,0.081115595
Nyx_chrX,0.31,0.592426974,0.83775873,-0.11,1,1,-0.870753671,1,1,-0.415196732,0.666719428,0.921143779
Oaf_chr9,1.99,9.3551E-20,1.9693E-18,-0.38,0.310137285,0.703837291,-0.182689743,0.051965966,0.127919612,-2.373022219,1.71E-23,2.31E-22
Oas1a_chr5,-1.38,1.1644E-11,1.0646E-10,2.90,1.48E-29,1.15E-26,3.041101378,7.45E-35,1.49E-32,4.283748026,8.26E-61,1.30E-58
Oas1c_chr5,-1.91,2.7416E-11,2.4007E-10,1.07,0.001333965,0.011310236,0.555665449,0.00206945,0.007662917,2.980217734,2.01E-20,2.19E-19
Oas1d_chr5,0.00,0.555147651,0.797485369,0.00,1,1,0,1,1,0,0.555147651,0.791452104
Oas1e_chr5,-2.17,0.002369595,0.006993826,0.45,0.276971324,0.658534647,0,1,1,2.618396851,0.066391058,0.125543384
Oas1f_chr5,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Oas1g_chr5,-1.71,4.4750E-14,5.2260E-13,2.89,4.58E-24,1.54E-21,3.3820208,4.22E-34,8.04E-32,4.599547848,9.06E-57,1.18E-54
Oas1h_chr5,-1.45,8.6171E-03,2.2492E-02,3.00,0.011710136,0.067111823,3.063448163,0.001184945,0.004649353,4.448066818,3.70E-05,0.000117937
Oas2_chr5,-2.65,9.1809E-17,1.4426E-15,3.30,1.28E-16,1.37E-14,3.866248876,2.71E-29,2.96E-27,5.951054156,2.01E-47,1.43E-45
Oas3_chr5,-0.99,7.30E-05,0.000282466,3.27,9.22E-15,7.22E-13,2.784892544,1.04E-14,2.49E-13,4.254922246,1.63E-26,2.70E-25
Oasl1_chr5,-0.07,0.45794641,0.70429982,-0.18,0.596952005,1,-0.789095266,0.357411549,0.626130288,-0.117986001,0.204635492,0.340814737
Oasl2_chr5,-1.88,7.6365E-14,8.7253E-13,2.75,7.40E-19,1.12E-16,1.795861891,4.47E-14,9.85E-13,4.624941463,1.50E-48,1.13E-46
Oat_chr7,1.97,2.1543E-13,2.3461E-12,-0.70,0.573586814,1,-1.313792965,3.43E-05,0.000191752,-2.67679833,4.55E-15,3.43E-14
Oaz1_chr10,-0.32,0.244917119,0.420281609,-1.09,3.16E-05,0.000430141,0.33361914,0.990339985,1,-0.771038101,0.002483447,0.006108085
Oaz2_chr9,0.19,0.34071649,0.552251521,0.02,0.54813928,0.977343138,-0.07538681,0.390817228,0.67278462,-0.160386143,0.729552784,0.991683143
Oaz3_chr3,-1.96,1.8758E-03,5.6346E-03,-0.51,0.307968635,0.701616614,0.915695203,0.876259713,1,1.449860252,0.059912149,0.114456091
Obfc1_chr19,-0.63,0.019177556,0.046127759,-0.68,0.185874319,0.508321862,-0.646299782,0.253606435,0.47679107,-0.047883845,0.326874347,0.512035577
Obox1_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Obox2_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Obox3_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Obox5_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Obox6_chr7,0.00,0.554478132,0.797485369,0.00,1,1,0,1,1,0,0.554478132,0.791395255
Obp1a_chrX,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Obscn_chr11,-0.19,0.643419646,0.895554445,1.07,0.255744809,0.62847725,-0.222925154,0.102875907,0.228503879,1.258671301,0.112865617,0.202002075
Obsl1_chr1,0.26,0.557185054,0.798728142,1.57,0.005688966,0.0374537,1.696540204,2.30E-05,0.000133301,1.308774504,0.027738835,0.056687525
Oc90_chr15,-0.56,1,1,0.00,1,1,0,1,1,0.56193793,1,1
Oca2_chr7,0.00,1,1,0.00,0.543934222,0.975166798,0,1,1,0,0.543934222,0.784943309
Ocel1_chr8,0.96,6.33E-05,0.000247648,1.60,5.00E-11,2.06E-09,1.606863255,2.98E-08,2.90E-07,0.641624402,0.007084244,0.016177442
Ociad1_chr5,0.42,0.05646656,0.120337721,-0.34,0.450261248,0.879703354,-0.439497194,0.043152667,0.109149759,-0.762785168,0.00790126,0.01790069
Ociad2_chr5,3.88,3.1742E-64,1.0245E-61,-0.15,0.270274783,0.648697551,-0.874328373,2.37E-08,2.35E-07,-4.032367033,8.41E-70,2.04E-67
Ocln_chr13,1.39,1.8528E-09,1.3298E-08,-0.31,0.09905503,0.334210062,-1.939042964,4.66E-18,1.68E-16,-1.70700328,6.89E-14,4.75E-13
Ocm_chr5,-1.30,0.008195652,0.021502253,0.00,1,1,0,1,1,1.30341634,0.020157132,0.042466844
Ocrl_chrX,0.70,0.037497053,0.08363869,0.84,0.11246953,0.364952789,0.057424901,0.293519608,0.534424607,0.148468249,0.63895542,0.889607235
Ocstamp_chr2,0.64,0.158678244,0.293138505,0.28,0.125587396,0.393137269,-1.517145283,0.052621208,0.129190458,-0.355001798,0.879525273,1
Odam_chr5,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Odc1_chr12,-0.87,1.59E-07,9.06E-07,-0.84,6.43E-06,0.000104248,-0.056038058,0.690824918,1,0.03572271,0.463984702,0.6894945
Odf1_chr15,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Odf2_chr2,-1.11,6.2679E-07,3.2904E-06,0.70,0.044172727,0.184880689,0.182178525,0.041559712,0.105603292,1.8040079,7.38E-12,4.36E-11
Odf2l_chr3,-0.50,0.091771988,0.182914322,0.45,0.056631143,0.221936099,-0.361572484,0.616116014,0.923776526,0.944510794,0.000368579,0.00102584
Odf3_chr7,1.44,0.329229229,0.537543084,1.44,0.329229229,0.726696577,0,1,1,0,1,1
Odf3b_chr15,1.50,3.7270E-07,2.0195E-06,-0.76,0.10161312,0.340370267,-1.27886326,5.14E-07,4.06E-06,-2.256819111,5.46E-11,3.02E-10
Odf3l1_chr9,-1.11,0.003103286,0.008916959,0.00,1,1,0,1,1,1.114333493,0.010385654,0.023084808
Odf3l2_chr10,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Odf4_chr11,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Ofcc1_chr13,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Ofd1_chrX,-0.68,0.000452308,0.00152217,0.57,0.112383959,0.364750629,0.26507173,0.244552052,0.462854441,1.247226031,6.14E-07,2.36E-06
Ogdh_chr11,0.91,2.95E-06,1.41E-05,-0.29,0.152853092,0.448918883,-1.084891211,8.16E-08,7.38E-07,-1.200399837,1.38E-09,6.77E-09
Ogdhl_chr14,-3.73,1.76E-05,7.51E-05,-1.02,0.199345957,0.532433006,0.546295091,0.044567625,0.11215502,2.711156325,7.98E-07,3.03E-06
Ogfod1_chr8,0.63,0.004761569,0.013194094,0.09,0.377520004,0.785247015,0.032636336,1,1,-0.542294347,0.00024331,0.000696884
Ogfod2_chr5,0.84,1.92E-06,9.43E-06,-0.34,0.424298151,0.845823715,0.003894093,0.769660054,1,-1.175810252,3.38E-08,1.47E-07
Ogfr_chr2,-0.52,0.010319771,0.026442281,-0.03,0.883834891,1,0.519131044,0.020198588,0.056973069,0.496124048,0.00685935,0.015691632
Ogfrl1_chr1,-2.01,2.1323E-22,5.8093E-21,0.55,0.041500248,0.176286923,0.789660927,0.005837678,0.019157087,2.559095406,1.32E-30,3.01E-29
Ogg1_chr6,-0.13,0.085687947,0.172220695,0.36,0.273145338,0.652709303,-0.087148878,0.434178036,0.732880415,0.487884545,0.005401898,0.01256029
Ogn_chr13,2.27,1.5472E-08,9.9954E-08,0.32,0.793424805,1,-1.304482689,0.088986714,0.20168239,-1.954337798,2.82E-07,1.12E-06
Ogt_chrX,0.25,0.362013777,0.581062241,1.23,0.001109243,0.00973351,1.387318883,1.59E-08,1.63E-07,0.98705625,0.018087058,0.038471832
Oip5_chr2,-2.21,1.4997E-11,1.3567E-10,1.95,0.000597787,0.005712406,1.636832097,0.001100233,0.004352242,4.157867446,2.09E-20,2.28E-19
Oit1_chr14,0.00,0.531633279,0.793574243,-1.50,1,1,0.61618469,0.39686109,0.681724573,-1.502451638,0.531633279,0.772342151
Oit3_chr10,-0.12,0.087129952,0.174771284,-0.66,7.01E-05,0.000865487,0.253785027,0.618168518,0.926316098,-0.53851061,0.022115354,0.046177972
Ola1_chr2,0.18,0.7563301,1,-0.45,0.145877705,0.435590113,-0.483278648,0.019386488,0.055004514,-0.630222369,0.077810968,0.144805165
Olah_chr2,0.45,1,1,0.45,1,1,1.436888405,0.54708628,0.859247493,0,1,1
Olfm1_chr2,-0.10,0.440111405,0.681879271,0.46,0.038136894,0.165811321,0.596056515,0.012633012,0.037891078,0.552344463,0.004806144,0.011265233
Olfm2_chr9,2.41,6.8031E-06,3.0892E-05,0.46,0.362175208,0.764968811,-1.913072679,1.77E-06,1.28E-05,-1.948925041,0.000667016,0.001790006
Olfm3_chr3,1.71,1.3528E-09,9.8682E-09,-0.10,0.298508096,0.68751618,-0.866855832,0.00370685,0.012813801,-1.809810968,5.57E-07,2.15E-06
Olfm4_chr14,-1.03,0.169653336,0.309306942,0.00,1,1,0,0.05919962,0.14314839,1.030012108,0.10798111,0.193977042
Olfml1_chr7,1.53,2.6117E-09,1.8449E-08,-0.55,0.774679606,1,-0.74974912,0.08424645,0.192648577,-2.080497234,6.23E-10,3.14E-09
Olfml2a_chr2,-0.70,0.153483124,0.284831734,-1.91,0.656523889,1,-2.225535004,0.257479864,0.48248928,-1.207142595,0.418533453,0.630172818
Olfml2b_chr1,-2.06,3.4564E-08,2.1301E-07,-0.33,1,1,0.800246051,0.001382108,0.005345032,1.735217165,1.16E-07,4.77E-07
Olfml3_chr3,-0.18,0.01982407,0.047502425,1.32,0.00551905,0.036562919,-0.328996304,0.83621616,1,1.498863075,7.56E-07,2.87E-06
Olfr1_chr11,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr10_chr11,-1.02,0.549483357,0.797485369,0.00,0.324225035,0.720904811,0,0.549483357,0.860117927,1.018392408,0.690026935,0.947136432
Olfr100_chr17,0.86,0.551727244,0.797485369,0.86,1,1,0,1,1,0,1,1
Olfr1000_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1002_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1006_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1008_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1009_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr101_chr17,-0.16,1,1,0.86,1,1,0,1,1,1.018392408,1,1
Olfr1010_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1012_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1013_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1014_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1015_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1016_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1018_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1019_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr102_chr17,0.86,0.551706394,0.797485369,0.86,1,1,0,1,1,0,1,1
Olfr1020_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1022_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1023_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1024_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1026_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1028_chr2,0.75,0.261949621,0.445300942,1.60,0.026708748,0.126986764,0,1,1,0.846423614,0.272161167,0.439634776
Olfr1029_chr2,1.56,0.000126461,0.000471819,1.62,0.026978439,0.128033271,1.743147496,0.088110546,0.199989167,0.063822214,0.430711307,0.64595578
Olfr103_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1030_chr2,0.94,0.03151186,0.071720264,2.92,0.042810377,0.180667636,3.935887752,0.040368079,0.103063302,1.979799957,1,1
Olfr1031_chr2,1.18,0.574186471,0.817903376,-0.32,1,1,0.646521514,0.786262227,1,-1.502451638,0.361279706,0.553506518
Olfr1032_chr2,0.00,1,1,0.00,0.519447045,0.954078031,0,0.519447045,0.838718743,0,0.519447045,0.759483044
Olfr1033_chr2,0.22,0.082525016,0.166830321,0.95,3.90E-05,0.00051557,1.023161118,1.50E-05,9.02E-05,0.733564016,0.015401837,0.033170113
Olfr1034_chr2,1.17,4.1802E-05,1.6782E-04,0.75,0.10158273,0.34031752,-0.233629406,0.837201631,1,-0.418985979,0.019924429,0.042045194
Olfr1036_chr2,-0.81,0.597098146,0.843201124,-1.83,0.086310567,0.302748657,-2.04763394,0.678884523,0.998309056,-1.013010728,0.278125649,0.447805927
Olfr1037_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1038-ps_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1039_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1040_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1042_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1043_chr2,-1.02,0.555667297,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
Olfr1044_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1045_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1046_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1047_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1048_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1049_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1051_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1052_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1053_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1054_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1055_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1056_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1057_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1058_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1061_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1062_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1065_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1066_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr107_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1076_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1079_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr108_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1080_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1082_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1084_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1085_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1086_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1087_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1089_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr109_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1090_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1093_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1094_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1095_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1097_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1098_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1099_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr11_chr13,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr110_chr17,-1.19,0.012767608,0.032108992,0.86,1,1,0,1,1,2.047710377,0.009931124,0.022151103
Olfr1100_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1101_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1102_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1104_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1105_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1106_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1107_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1109_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr111_chr17,-0.38,0.254127392,0.433876035,2.02,0.169938966,0.479876255,1.436888405,0.52919604,0.844933432,2.408032438,0.011789236,0.025908456
Olfr1110_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1111_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1112_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1113_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1115_chr2,0.00,0.555406988,0.797485369,0.00,1,1,0,1,1,0,0.555406988,0.791452104
Olfr1116-ps_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1118_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr112_chr17,-1.02,0.552900111,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
Olfr1120_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1121_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1122_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1123_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1124_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1126_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1128_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1129_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr113_chr17,-0.85,0.166307336,0.304620689,0.00,1,1,0,1,1,0.846423614,0.290328366,0.463172317
Olfr1130_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1131_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1132_chr2,0.00,1,1,0.00,1,1,1.436888405,0.564200842,0.864402986,0,1,1
Olfr1133_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1134_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1135_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1136_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1137_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1138_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr114_chr17,0.86,0.55173145,0.797485369,0.86,1,1,0,1,1,0,1,1
Olfr1140_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1141_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1143_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1145_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1148_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr115_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1151_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1152_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1153_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1154_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1155_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1156_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1157_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1158_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr116_chr17,-1.02,0.552867693,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
Olfr1160_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1161_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1162_chr2,0.00,1,1,0.00,1,1,0,0.55728043,0.863744335,0,1,1
Olfr1163_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1164_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1166_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1167_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1168_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr117_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1170_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1173_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1176_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1178_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1179_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr118_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1180_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1181_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1182_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1183_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1184_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1186_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1188_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1189_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr119_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1193_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1195_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1196_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1197_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1198_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1199_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr12_chr1,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr120_chr17,-1.02,0.55292395,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
Olfr1200_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1201_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1202_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1204_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1205_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1206_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Olfr1208_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
